Title C de,Title Name (English),Hindi Title,Register Serial No,Regn. No,Owner Name,State,Publication City/District,Periodicity
APTEL12098,PUBLIC TODAY,,112163.0,APTEL/2011/39606,N. JAYARAMULU,AP,ANANTAPUR,M
APTEL16145,TADIPATRI TODAY,,154336.0,APTEL/2022/81781,VELURU RAMADEVI,AP,ANANTAPUR,W
APTEL16197,PRAJA TODAY,,,,M MAHABOOB BASHA,AP,ANANTAPUR,W
APTEL11831,TODAY CITY,,118361.0,APTEL/2012/45804,V.V.RAMANA REDDY,AP,CHITTOOR,F
APTEL16112,THE TELEGRAM TODAY,,,,KONDURU VENKATESH,AP,CHITTOOR/ TIRUPATI,D
APTEL08541,RURAL TODAY,,86603.0,APTEL/2004/14046,S.VENKATA RAMANA,AP,EAST GODAVARI,D
APTEL13347,INDIA NEWS TODAY,,121150.0,APTEL/2012/48595,SANGINEEDI SITARAM,AP,EAST GODAVARI,D
APTEL04515,TODAY CHRISTIAN,,52966.0,52966/ 94,RAJA KUMAR GULLA,AP,EAST GODAVARI/ RAJAHMUNDRY,M
APTEL14592,GUNTUR TODAY,गुंटूर टुडे,138167.0,APTEL/2015/65612,CHALLA SRINIVASA RAO,AP,GUNTUR,D
APTEL11651,TODAY JOURNALIST,टुडे जर्नलिस्ट,105436.0,APTEL/2010/32879,UPPALA SRINIVASA RAO,AP,GUNTUR,D
APTEL13187,VOICE TODAY,,120454.0,APTEL/2012/47897,KOLUSU VENKATA SIVA KUMAR,AP,GUNTUR,D
APTEL15442,DELTA TODAY,,150107.0,APTEL/2019/77552,BALINEDI HARI BABU,AP,GUNTUR,D
APTEL15328,REVENUE TODAY,,146863.0,APTEL/2017/74308,GUNTUPALLI CHANDRA MOULI,AP,GUNTUR,M
APTEL13393,CRIME TODAY A P,,123371.0,APTEL/2013/50816,GENTAPOGUE STEEVEN BABU,AP,GUNTUR,M
APTEL08360,ANDHRA TODAY,,85167.0,APTEL/2004/12610,BEJJAM SAI PRASAD,AP,GUNTUR,W
APENG03296,TIDING TODAY,,115975.0,APENG/2012/43418,MOHAMMED JAMEEL AKTHAR,AP,HYDERABAD,D
APURD01935,FLASH TODAY,,118640.0,APURD/2012/46083,SARWAR JAHAN,AP,HYDERABAD,D
APTEL13734,MEDIA TODAY,,125393.0,APTEL/2013/52838,ANKATHI RAJKUMAR,AP,HYDERABAD,D
APHIN00335,MANNAT TODAY,,125338.0,TELHIN/2013/52783,S. SANDDEP SINGH,AP,HYDERABAD,D
APTEL14890,MIRROR TODAY,मिरर टुडे,138217.0,TELTEL/2015/65662,G JYOTHSNA,AP,HYDERABAD,D
APTEL11435,VASAVI TODAY,वासवी टुडे,106793.0,APTEL/2010/34236,Y.R. GUPTA,AP,HYDERABAD,M
APTEL13434,TODAYS AGRICULTURE,,122616.0,APTEL/2013/50061,Y. SRIDEVI,AP,HYDERABAD,M
APTEL13564,POLICE TODAY,,124051.0,APTEL/2013/51496,V. SHANKARA SHARMA,AP,HYDERABAD,M
APENG03046,FLASH TODAY,फ़्लैश टुडे,100268.0,APENG/2006/27711,SARWAR JEHAN,AP,HYDERABAD,M
APTEL12105,HOMOEO TODAY,,110380.0,APTEL/2011/37823,R.D.S. PRAKASH,AP,HYDERABAD,M
APENG03292,KRANTI TODAY,क्रांति टुडे,113786.0,APENG/2011/41229,SYED KARRAR ALI KHAN,AP,HYDERABAD,M
APTEL11348,MIRROR TODAY,,113432.0,APTEL/2010/40875,G JYOTHSNA,AP,HYDERABAD,M
APENG02867,EDUCATION TODAY,एजुकेशन टुडे,102422.0,APENG/2008/29865,S.M. ZEESHAN ABBAS RAZVI,AP,HYDERABAD,W
APTEL05876,PSYCHOLOGY TODAY,,72941.0,APTEL/1999/00384,G.KRISHNA KUMARI,AP,KAKINADA,M
APTEL10112,LOCAL NEWS TODAY,लोकल न्‍यूज टुडे,94710.0,APTEL/2007/22153,V. RAMU,AP,KARIMNAGAR,W
APTEL13541,TIME TODAY,टाइम टुडे,135508.0,TELTEL/2014/62953,K.L.R. MAHARSHI,AP,KHAMMAM,D
APTEL10708,KHAMMAM TODAY,खम्मम टुडे,103114.0,APTEL/2009/30557,J. KUTUMBA RAO,AP,KHAMMAM,W
APENG02055,TODAY FREEDOM,,62984.0,62984/ 95,B.DEVADAS,AP,KRISHNA,D
APENG02753,PROFIT TODAY,प्रौफिट टुडे,94987.0,APENG/2007/22430,NITIN K. PAREKH,AP,KRISHNA(VIJAYAWAD),M
APBIL14857,JANATHA TODAY,,157011.0,APBIL/2022/84456,VADAPALLI S M PUSHKAR KUMAR,AP,KRISHNA/ MACHILIPATNAM,F
APTEL03704,MILLING TODAY,,52848.0,52848/ 93,S.K. SUBANI,AP,KRISHNA/ VIJAYWADA,F
APTEL02838,TODAY POLITICS,,44822.0,44822/ 85,AVUTHU AJAY KUMAR,AP,KRISHNA/ VIJAYWADA,F
APTEL04497,HEALTH TODAY,,65712.0,65712/ 96,DR. A.PARAMANANDA PRASAD BABU,AP,KRISHNA/ VIJAYWADA,M
APTEL04268,LAW TODAY,,62294.0,62294/ 93,BEERAM SUBHA RAO,AP,KRISHNA/ VIJAYWADA,W
APTEL16169,TODAY PALLE SAKSHI,,154592.0,APTEL/2022/82037,VADDE LINGAMURTHY,AP,KURNOOL,D
APTEL14338,TELUGU STAR TODAY,,131610.0,APTEL/2014/59055,RAZIA BI,AP,KURNOOL,D
APTEL16537,KEERTHI TODAY,,,,PANUGANTI SRINIVASULU,AP,KURNOOL,M
APTEL11735,TELUGU STAR TODAY,तेलुगु स्टार टुडे,108424.0,APTEL/2010/35867,RAZIA BI,AP,KURNOOL,W
APTEL13103,PALAMOOR TODAY,पालमूर टुडे,137668.0,TELTEL/2015/65113,KAVALI NARSIMHA,AP,MAHBUBNAGAR,W
APENG03159,TODAY NALGONDA,टुडे नलगोंडा,108150.0,APENG/2010/35593,GANGADARI VENKATESHWARLU,AP,NALGONDA,D
APTEL13746,HANSINI TODAY,,125624.0,APTEL/2013/53069,BADE RAMARAO,AP,NALGONDA,D
APTEL15846,SIMHAPURI TODAY,,151529.0,TEL/2019/78974,SHAIK GHOUSE BASHA,AP,NELLORE,D
APTEL16248,SHAKTHI TODAY,,157999.0,APTEL/2022/85444,BUDURU MALLIKARJUNA,AP,NELLORE,M
APTEL14752,INSURANCE TODAY,,144493.0,APTEL/2017/71938,SARVEPALLI KOTESWARA RAO,AP,NELLORE,M
APENG02726,HYDERABAD TODAY,हैदराबाद टुडे,96757.0,APENG/2008/24200,AMBADIPUDI SATYANARAYANA MURTHY,AP,RAJAHMUNDRY (EAST GODAVARI),D
APBIL01651,YADAV TODAY,यादव टुडे,103231.0,APBIL/2009/30674,B. KALAVATHI,AP,RANGAREDDY,BM
APTEL12101,GOODS AND SERVICE TAX TODAY,,107684.0,APTEL/2010/35127,K. MITHUNCHAKRAVARTHY,AP,RANGAREDDY,D
APTEL10806,NEETI PRAJALA CHAITHANYAM KOSAM VAARTHA TODAY,NEETI PRAJALA CHAITHANYAM KOSAM VAARTHA TODAY,102671.0,TELTEL/2009/30114,CHINNALA SRIKANTH,AP,RANGAREDDY,D
APBIL01840,OBC TODAY,,119404.0,APBIL/2012/46847,P.LAVANYA,AP,RANGAREDDY,M
APTEL11339,GOODS AND SERVICE TAX TODAY,गुड्स एंड सर्विस टैक्स टुडे,102452.0,APTEL/2009/29895,K. MITHUNCHAKRAVARTHY,AP,RANGAREDDY,M
APENG03358,GOODS AND SERVICES TAX TODAY,,118194.0,APENG/2012/45637,MITHUNCHAKRAVARTHY,AP,RANGAREDDY,M
APTEL14685,UDDANAM NEWS TODAY,,142021.0,APTEL/2016/69466,BAVANA SRIKANTH,AP,SRIKAKULAM,D
APTEL15292,SIKKOLU TODAY,,144035.0,APTEL/2017/71480,GAJJI SHANMUKHARAO,AP,SRIKAKULAM,D
APTEL16166,SRIKAKULAM TODAY,,,,AMPILI SANKARA RAO,AP,SRIKAKULAM,W
APTEL16242,ANAKAPALLI TODAY,,160155.0,APTEL/2023/87600,NAMMI SRINU,AP,VISAKHAPATNAM,D
APTEL09517,GREATER TODAY,ग्रेटर टुडे,90955.0,TEL/2006/18398,M.K.M. MOHANARAO,AP,VISAKHAPATNAM,D
APTEL08160,JUSTICE TODAY,जस्टिस टूडे,83879.0,APTEL/2003/11322,K.SWATHI,AP,VISAKHAPATNAM,D
APTEL14820,EXPRESS TODAY,एक्सप्रेस टुडे,137524.0,UR,SASHI B.S.S.,AP,VISAKHAPATNAM,D
APTEL11068,NIGHA TODAY,NIGHA TODAY,102817.0,APTEL/2009/30260,SAPPARAPU VIJAYA BALA KUMAR,AP,VISAKHAPATNAM,DE
APTEL10680,VISAKHA TODAY,विशाखा टुडे,101758.0,APTEL/2009/29201,S. VIJAYA GOWRI,AP,VISAKHAPATNAM,DE
APTEL13582,EXPRESS TODAY,,132227.0,UR,SASHI B.S.S.,AP,VISAKHAPATNAM,M
APBIL01855,MIRACLE TODAY,,121148.0,APBIL/2013/48593,SAMUEL KARMOJI,AP,VISAKHAPATNAM,M
APENG02407,PARAPSYCHOLOGY TODAY,,81649.0,APENG/2002/00092,INDIAN PSYCHICAL RESEARCH SOCIETY,AP,VISAKHAPATNAM,M
APTEL16380,PEN TODAY,,160614.0,APTEL/2023/88059,BUDIREDDY LAKSHMI,AP,VISAKHAPATNAM,M
APTEL13552,TODAY NEWS HEADLINES,,126878.0,APTEL/2013/54323,KODAMANCHILI ESWARA CHANDRA VIDYA SAGAR,AP,VISAKHAPATNAM,M
APTEL13329,TODAY FOCUS,,125254.0,APTEL/2013/52699,BUDDHA MOHAN RAO,AP,VISAKHAPATNAM,M
APTEL14354,GODAVARI TODAY,गोदावरी टुडे,135427.0,APTEL/2015/62872,SHAIK MOHAMMED MAHABOOB ALI,AP,VISAKHAPATNAM,W
APTEL07694,CHRISTIAN TODAY,,81838.0,APTEL/2002/09281,BANGARI GEORGE,AP,VISAKHAPATNAM,W
APTEL15493,VASISTA TODAY,,150311.0,APTEL/2019/77756,TATA RAO NUKELLA,AP,WEST GODAVARI,D
APTEL16446,VISWAM TODAY,,,,KUPPISETTI NAGA VARAPRASAD,AP,WEST GODAVARI,D
APTEL13264,EVANGELIST TODAY,,125625.0,APTEL/2013/53070,KONALA SAMUEL,AP,WEST GODAVARI,M
APTEL14181,VOICE NGO TODAY,,145049.0,APTEL/2015/72494,M. LAKSHMI NARAYANA RAJU,AP,YSR (KADAPA),M
ASSENG00425,THE EASTERN TODAY,दि ईस्टर्न टुडे,136760.0,ASSENG/2015/64205,NIKH KHOPI,ASS,DIBRUGARH,D
ASSENG00385,NORTH EAST EDUCATION TODAY,नार्थ ईस्ट एजुकेशन टुडे,122225.0,ASSENG/2013/49670,KHAYRUL BASHAR,ASS,GOALPARA,W
ASSENG00305,THE NORTH EAST COMPUTER TODAY,,90155.0,ASSENG/2006/17598,SANJAY AGARWALLA,ASS,GUWAHATI,F
BIHHIN03874,NEW NIRVAN TODAY,,71381.0,71381/ 99,NAVIN KUMAR VERMA,BIH,AURANGABAD,M
BIHHIN11930,JAMUI TODAY,,,,KUMAR NEHRU,BIH,JAMUI,M
BIHHIN04882,ROJGAAR NIVIDA TODAY,,67415.0,67415/ 95,KUMAR ABHISHEK,BIH,MUJAFFARPUR,F
BIHHIN11944,JOURNALISM TODAY,,,,YASMEEN RAHMANI,BIH,MUZAFFARPUR,D
BIHHIN05295,ANIVESH TODAY,अनिवेष टुडे,130316.0,BIHHIN/2014/57761,KRISHNA MOHAN PRASAD,BIH,MUZAFFARPUR,W
BIHHIN04543,MAHANAGAR TODAY,महानगर टुडे,84690.0,BIHHIN/2003/12133,BIPENDRA KUMAR,BIH,PATNA,D
BIHENG00683,MASSES TODAY,,159213.0,BIHENG/2023/86658,MD ALAMGIR,BIH,PATNA,D
BIHHIN04565,BIHAR TODAY,,83491.0,BIHHIN/2003/10934,RITESH KUMAR SINGH,BIH,PATNA,M
BIHHIN04578,HARE KRISHNA TODAY,हरे कृष्‍ण टुडे,89960.0,BIHHIN/2006/17403,"INT. SOCIETY FOR KRISHNA CONSCIOUSNESS,",BIH,PATNA,M
BIHENG00591,STUDY TODAY,,89150.0,BIHENG/2006/16593,AJIT KUMAR,BIH,PATNA,M
BIHHIN11881,INDIAN CULTURE TODAY,,,,KUMAR ANUPAM SINHA,BIH,PATNA,M
BIHHIN05323,JANPATH NEWS TODAY,जनपथ न्यूज़ टुडे,133693.0,BIHHIN/2015/61138,RUBY KUMARI,BIH,SAHARSA,M
BIHHIN03678,SARAN TODAY,,61827.0,61827/ 95,ASHUTOSH KUMAR,BIH,SARAN,W
BIHHIN05203,HADKAMP TODAY,,126698.0,BIHHIN/2013/54143,ANANDI DEVI,BIH,SIWAN,M
BIHHIN05134,MANAVADHIKAR TODAY,मानवाधिकार टुडे,128222.0,BIHHIN/2013/55667,SHASHI BHUSHAN KUMAR,BIH,VAISHALI,Q
CHABIL00172,ASTROLOGICAL SCIENCES TODAY,एस्ट्रालाजिकल साईंसेस टुडे,91264.0,CHABIL/2006/18707,ARUN PUBLISHING HOUSE(P)LTD.,CHA,CHANDIGARH,BM
CHAENG01014,JOURNAL ON TODAYS IDEAS TOMORROW'S TECHNOLOGIES,,123790.0,CHAENG/2013/51235,CHITKARA UNIVERSITY,CHA,CHANDIGARH,HY
CHAENG00475,KARNATAKA JUDGEMENTS TODAY,,68657.0,68657/ 96,HARMINDER SINGH CHAWLA,CHA,CHANDIGARH,M
CHAENG00868,LABOUR LAW TODAY,लेबर लॉ टूडे,96149.0,CHAENG/2007/23592,"LABOUR COMMISSIONER, HARYANA",CHA,CHANDIGARH,M
CHAENG00006,ADULTERATION TODAY,,46633.0,46633/ 88,M/S GARG PUBLICATION,CHA,CHANDIGARH,M
CHAENG00053,CHANDIGARH TODAY,चंडीगढ़ टुडे,46851.0,46851/ 90,CHARANJIT SINGH,CHA,CHANDIGARH,W
CHHHIN17484,NAGARNAR TODAY,,,,SUNIL PANDEY,CHH,BASTAR,BM
CHHBIL01014,GEOGRAPHERS TODAY,,,,CHHATTISGARH BHOOGOL PARISHAD,CHH,BILASPUR,A
CHHHIN17609,BILASPUR TODAY,बिलासपुर टुडे,160103.0,CHHHIN/2023/87548,MEENA TIWARI,CHH,BILASPUR,D
CHHHIN03022,CHHATTISGARH TODAY,,107461.0,CHHHIN/2010/34904,BHUPESH OJHA,CHH,BILASPUR,M
CHHHIN17129,GUNJ TODAY,,,,VIVEK LAXMEY,CHH,BILASPUR,M
CHHHIN15415,PRAYAG TODAY,,120011.0,CHHHIN/2012/47454,PRAFULL SHARMA,CHH,DURG,M
CHHBIL00850,SANCHAR TODAY,,110544.0,CHHBIL/2011/37987,D.S. AHLUWALIYA,CHH,DURG,W
CHHHIN16743,BHILAI TODAY,,62278.0,62278/ 95,KUSUM AGGARWAL,CHH,DURG,W
CHHHIN03240,JANADHAR TODAY,,114583.0,CHHHIN/2011/42026,KALYAN SINGH,CHH,KORIYA,M
CHHENG00398,RAIGARH TODAY,,110927.0,CHHENG/2009/38370,BHARAT TRIPATHI,CHH,RAIGARH,W
CHHHIN16842,CHRONICLE TODAY,क्रॉनिकल टुडे,140600.0,CHHHIN/2016/68045,SAJIV BISWAS,CHH,RAIPUR,D
CHHHIN17256,CITY TODAY,,,UR,SATISH PIMPLE,CHH,RAIPUR,D
CHHHIN15466,PRADESH TODAY,,115387.0,CHHHIN/2012/42830,HRADAYESH DIXIT,CHH,RAIPUR,D
CHHHIN00051,TAX TODAY,,78234.0,CHHHIN/2001/05677,SATISH SHRIVASTAV,CHH,RAIPUR,F
CHHHIN01515,RAIPUR TODAY,रायपुर टुडे,96369.0,CHHHIN/2006/23812,SUBHASH SHARMA,CHH,RAIPUR,M
CHHBIL01019,THE EDITION TODAY,,151327.0,CHHBIL/2020/78772,OMPRAKASH DEWANGAN,CHH,RAIPUR,M
CHHHIN16099,AKSHAY TODAY,अक्षय टुडे,139771.0,CHHHIN/2015/67216,AAROH COMMUNICATIONS,CHH,RAIPUR,M
CHHHIN02090,PANDIT DEENDAYAL UPADHYAY MISSION TODAY,पंडित दीनदयाल उपाध्याय मिशन टुडे,103429.0,CHHHIN/2008/30872,M.U. CHOWDHRY,CHH,RAIPUR,OP
CHHHIN02119,HAMAR SUNTODAY,हमर सन टुडे,96469.0,CHHHIN/2008/23912,KISHOR SHILLEDAR,CHH,RAJNANDGAON,W
DNHHIN00030,UT TODAY,,126254.0,DNHHIN/2013/53699,NIRAJ SANJAY SHUKLA,DD,SILVASSA,D
DELHIN15891,INDIA TODAY,,59399.0,59399/ 94,LIVING MEDIA INDIA LTD,DEL,DELHI,A
DELENG07700,COMMUNICATIONS TODAY,कम्युनिकेशन्स टुडे,57380.0,57380/ 94,M/S ADI MEDIA PVT. LTD.,DEL,DELHI,BM
DELENG06088,TRAVEL TODAY,,47288.0,47288/ 88,MEERA GUPTA,DEL,DELHI,BM
DELENG18003,FORGINGS TODAY,,112569.0,DELENG/2011/40012,RAJENDRA KUMAR JAIN,DEL,DELHI,BM
DELHIN11330,AYURVED TODAY,,79808.0,DELHIN/2002/07251,SANJEEV KUMAR,DEL,DELHI,BM
DELENG12330,INDIAN MEDICAL & PHARMACEUTICAL TODAY JOURNAL,,78019.0,DELENG/2001/05462,JAIDEV SINGH,DEL,DELHI,BM
DELENG11157,HFI EDUCATION TODAY SPECIAL,एचएफआई एजुकेशन टुडे स्पेशल,66135.0,66135/ 96,M.GULAB SINGH & SONS (PVT) LTD.,DEL,DELHI,BM
DELENG17565,"INDIA: YESTERDAY, TODAY AND TOMORROW",,107782.0,DELENG/2010/35225,D.L. KALRA,DEL,DELHI,BM
DELMAI00034,MITHILANCHAL TODAY,,117896.0,DELMAI/2012/45339,KRISHAN KUMAR ROY,DEL,DELHI,BM
DELENG07615,CHEMISTRY TODAY,,53544.0,53544/ 91,MAHABIR SINGH,DEL,DELHI,BM
DELENG17720,PRAKASHDEEP AYURVEDA TODAY,प्रकाशदीप आयुर्वेद टुडे,112199.0,DELENG/2010/39642,HOLISTIC AYURVEDA PRIVATE LIMITED,DEL,DELHI,BM
DELENG10144,CARDIOLOGY TODAY,,66903.0,66903/ 97,MEDIWORLD PUBLICATION PVT. LTD.,DEL,DELHI,BM
DELENG14705,STAMPS TODAY,सब न्यूज,91442.0,DELENG/2005/18885,"VIJAY SETH S-331, GREATER KAILASH-I,",DEL,DELHI,BM
DELHIN27680,AGRA KHOJ TODAY,अग्र खोज टुडे,127160.0,DELHIN/2014/54605,MEENAKSHI GOYAL,DEL,DELHI,BM
DELENG10984,BOOKS TODAY,बुक्स टुडे,70998.0,70998/ 99,LIVING MEDIA INDIA LTD.,DEL,DELHI,BM
DELENG00132,AGRICULTURAL ENGINEERING TODAY,,28688.0,28688/ 76,"INDIAN SOCIETY OF AGRICULTURAL ENGINEERS, DELHI",DEL,DELHI,BM
DELENG14537,DESIGNER INSIDE TODAY,,88038.0,DELENG/2005/15481,S.C.RAMOLA,DEL,DELHI,BM
DELENG10330,PHARMATRENDZ TODAY,,67607.0,67607/ 97,MEDIWORLD PUBLICATIONS PVT. LTD.,DEL,DELHI,BM
DELENG14689,ENERGY TODAY,,87932.0,DELENG/2005/15375,KEDAR NATH SHARMA,DEL,DELHI,BM
DELENG15412,AEROMODELLING TODAY,,95187.0,DELENG/2007/22630,DELHI INSTITUTE OF AEROMODELLING,DEL,DELHI,BM
DELENG12120,OPHTHALMOLOGY TODAY,,75134.0,DELENG/2000/02577,MEDIWORLD PUBLICATION PVT.LTD,DEL,DELHI,BM
DELHIN27797,VIVIDH TODAY,विविध टुडे,131281.0,DELHIN/2014/58726,SEEMANT SHUKLA,DEL,DELHI,D
DELHIN27149,ADARSH TODAY,,114492.0,DELHIN/2012/41935,AWADHESH KUMAR,DEL,DELHI,D
DELHIN27348,NCR TODAY,,124343.0,DELHIN/2013/51788,ASHA SHARMA,DEL,DELHI,D
DELENG07268,TENDERS TODAY,,12759.0,12759/ 66,S. AGNANI,DEL,DELHI,D
DELHIN16488,FIZA TODAY,,110754.0,DELHIN/2011/38197,LATIF AHMAD KHAN,DEL,DELHI,D
DELHIN27934,LIVE TODAY,लाईव टुडे,134198.0,DELHIN/2015/61643,GROUP MEDIA PVT. LTD.,DEL,DELHI,D
DELENG10518,SUPREME LAWS TODAY,,67464.0,67464/ 98,PRADEEP BAHL,DEL,DELHI,D
DELURD03069,NAAZ TODAY,नाज़ टुडे,130798.0,DELURD/2014/58243,MD. SHAMIMUR RAHMAN,DEL,DELHI,D
DELENG18239,LADAKH TODAY,लदाख टुडे,122538.0,DELENG/2013/49983,SANKATHA PD. SINGH,DEL,DELHI,D
DELENG18777,MILLENIUM TODAY,,137917.0,DELENG/2015/65362,BRAJ BHUSHAN RAI,DEL,DELHI,D
DELENG13579,TODAY,टूडे,81623.0,DELENG/2002/09066,LIVING MEDIA INDIA,DEL,DELHI,D
DELHIN27843,MILAN TODAY,मिलन टूडे,127930.0,DELHIN/2014/55375,RAZAUR RAHMAN,DEL,DELHI,D
DELURD02957,URDU SAMAJ TODAY,,116895.0,DELURD/2012/44338,NOOR JAHAN,DEL,DELHI,D
DELURD03013,MILAN TODAY,,126231.0,DELURD/2013/53676,RAZAUR RAHMAN,DEL,DELHI,D
DELHIN16259,RADIANT TODAY,,109910.0,DELHIN/2010/37353,NAVIN GOEL,DEL,DELHI,D
DELENG03475,THE JUDGEMENTS TODAY,,45910.0,45910/ 86,"TAXATION PUBLICHERS (P) LTD,",DEL,DELHI,D
DELHIN16130,TODAY JUNOON,टुडे जूनून,104224.0,DELHIN/2010/31667,M/S. SUPERIOR PRINTERS AND PUBLICATION,DEL,DELHI,D
DELHIN28315,BRIGHT TODAY,ब्राइट टुडे,139409.0,DELHIN/2016/66854,ABID QURAISHI,DEL,DELHI,D
DELHIN27881,SADBHAWNA TODAY,सदभावना टुडे,130713.0,DELHIN/2014/58158,SAIFULLAH SIDDIQUE,DEL,DELHI,D
DELHIN16096,NIRMANAM TODAY,निर्माणम् टुडे,101374.0,DELHIN/2009/28817,SACHIN SETH,DEL,DELHI,D
DELHIN27637,PRADESH TODAY,प्रदेश टुडे,128581.0,DELHIN/2013/56026,HRADAYESH DIXIT,DEL,DELHI,D
DELENG09648,SUPREME TODAY,सुप्रीम टुडे,62932.0,62932/ 95,VIKAS NIJHAWAN,DEL,DELHI,D
DELHIN07148,ILLUSTRATED MEDIA TODAY,,65406.0,65406/ 96,SUNIL TRIPATHI,DEL,DELHI,D
DELENG16367,MAIL TODAY,मेल टुडे,94479.0,DELENG/2007/21922,T.V. TODAY NETWORK LIMITED,DEL,DELHI,D
DELENG15898,TRACK TODAY,ट्रैक टुडे,92516.0,DELENG/2007/19959,SUDHIR KUMAR,DEL,DELHI,F
DELENG15365,TODAY HI TODAY,टूडे ही टूडे,89935.0,DELENG/2006/17378,RAJESH KUMAR JAIN,DEL,DELHI,F
DELHIN14402,HINDUSTAN TODAY,हिन्दुस्तान,90981.0,DELHIN/2007/18424,SYED NUSRAT ALI,DEL,DELHI,F
DELENG01546,DISNEY TODAY,,47229.0,47229/ 87,LIVING MEDIA INDIA PVT. LTD.,DEL,DELHI,F
DELENG07552,BUSINESS TODAY,बिज़नेस टुडे,53481.0,53481/ 92,LIVING MEDIA INDIA LTD.,DEL,DELHI,F
DELHIN28681,RAJRANG TODAY,राजरंग टुडे,144215.0,DELHIN/2017/71660,DR.ASHOK CHOUDHARY,DEL,DELHI,F
DELENG01053,COMPETITION TODAY,,34668.0,34668/ 80,MEENA MULHUKAR,DEL,DELHI,F
DELHIN01864,INDIA GAPS TODAY,,49157.0,49157/ 89,OM SHARMA,DEL,DELHI,F
DELBIL05323,THE CARRIERS TODAY,,57216.0,57216/ 93,BHARTI SACHDEVA,DEL,DELHI,F
DELENG14449,TAXMAN'S CHARTERED ACCOUNTANTS TODAY,,86380.0,DELENG/2004/13823,M/S TAXMANN ALLIED SERVICES PVT LTD,DEL,DELHI,F
DELENG15606,TODAY AND TONIGHT,टुडे,93099.0,DELENG/2007/20542,M.H. GENTLE,DEL,DELHI,F
DELHIN14171,CONSTRUCTIONS TODAY,कंस्ट्रक्शनस टुडे,95544.0,DELHIN/2007/22987,DINESH KUMAR TYAGI,DEL,DELHI,F
DELBIL08024,INDIA ABROAD TODAY,,133538.0,DELBIL/2014/60983,M. AJMAL KHAN,DEL,DELHI,F
DELHIN13876,TODAY & TONIGHT,टुडे & टुनाइट,92444.0,DELHIN/2006/19887,M.H. GENTLE,DEL,DELHI,F
DELENG13623,CAM NEWS NETWORK TODAY,,82090.0,DELENG/2002/09533,CAM NEWS NETWORK (P) LTD,DEL,DELHI,F
DELENG14732,KIDS TODAY,,88234.0,DELENG/2005/15677,ATUL JAIN,DEL,DELHI,F
DELENG02724,INDIA TODAY (INTERNATIONAL EDITION),,50858.0,50858/ 82,LIVING MEDIA INDIA LTD.,DEL,DELHI,F
DELENG13020,ASIA TODAY,,86847.0,DELENG/2003/14290,PAULSON PRESS(P)LTD,DEL,DELHI,F
DELHIN01137,DALYUS TODAY,,47256.0,47256/ 88,PARVINDER KOUR,DEL,DELHI,F
DELENG06193,UNIVERSITY TODAY,युनि‍वर्सि‍टी टुडे,37006.0,37006/ 81,C.S.KALRA,DEL,DELHI,F
DELHIN16340,JAGRUKTA TODAY,जागरूकता टुडे,108363.0,DELHIN/2010/35806,VIJAY CHAWLA,DEL,DELHI,F
DELENG18768,THE VERDICT TODAY,,138795.0,DELENG/2014/66240,PARMOD SINGHAL,DEL,DELHI,F
DELENG14700,TAX MANN'S SERVICE TAX TODAY,,87048.0,DELENG/2005/14491,TAXMANN ALLIED SERVICES PVT. LTD.,DEL,DELHI,F
DELENG07580,BJP TODAY,,53502.0,53502/ 92,BHARTIYA JANTA PARTY,DEL,DELHI,F
DELBIL06711,BREAKING NEWS TODAY,ब्रेकिंग न्यूज टुडे,96884.0,DELBIL/2008/24327,BULLS & BEAR (STOCK BROKERS) LTD.,DEL,DELHI,F
DELHIN11809,BHARAT TODAY,भारत टुडे,88195.0,DELHIN/2005/15638,ANIL TIWARI,DEL,DELHI,F
DELHIN07032,PARIBHARMAN TODAY,,59290.0,59290/ 94,R K YADAV,DEL,DELHI,F
DELBIL06958,PROPERTY TODAY,,98815.0,DELBIL/2008/26258,RELLI HOME SOLUTION PVT. LTD.,DEL,DELHI,F
DELENG15055,INDIA TODAY HEALTHCARE DELHI AND NATIONAL CAPITAL REGION,सब न्यूज,91879.0,DELENG/2006/19322,LIVING MEDIA INDIA LIMITED,DEL,DELHI,HY
DELENG14854,INDIA TODAY BUYER'S GUIDE TO HOMES IN MUMBAI,इंडिया टुडे बायरस् गाईड टु होम्स इन मुम्बई,89849.0,DELENG/2006/17292,LIVING MEDIA INDIA LIMITED,DEL,DELHI,HY
DELENG15052,INDIA TODAY BUYER'S GUIDE TO HOMES IN KOLKATA,इंडिया टुडे बायरस् गाईड टु होम्स इन कोलक्ता,89690.0,DELENG/2006/17133,LIVING MEDIA INDIA LTD.,DEL,DELHI,HY
DELENG14978,INDIA TODAY BUYER'S GUIDE COMMERCIAL PROPERTIES IN DELHI & NATIONAL CAPITAL REGION,,89222.0,DELENG/2006/16665,M/S LIVING MEDIA INDIA LIMITED,DEL,DELHI,HY
DELBIL07444,WOMENS TODAY,विमेंस टुडे,105193.0,DELBIL/2010/32636,PRIYA,DEL,DELHI,M
DELHIN05782,IDEA TODAY,,55531.0,55531/ 92,SUBHASH CHANDRA,DEL,DELHI,M
DELHIN10485,WISDOM TODAY,,73691.0,DELHIN/2000/01134,SHAIL K.OJHA,DEL,DELHI,M
DELENG13951,INDIA TODAY TRAVEL PLUS,,85597.0,DELENG/2004/13040,LIVING MEDIA INDIA LTD.,DEL,DELHI,M
